,gene_name,synonyms,gene_product,COG,regulator,uniprot,left,right,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM,median_log_tpm,mad_log_tpm,pct10_log_tpm,pct25_log_tpm,max_log_tpm,min_log_tpm,mean_log_tpm,skew,range_log_tpm,max_to_median,min_to_median,low,in_complex
b4302,sgcA,sgcA;yjhL,putative PTS enzyme IIA component SgcA,Carbohydrate transport and metabolism,"Crp,SlyA",P39363,4527549,4527980,-,False,False,False,False,False,False,False,True,False,,,False,True,4.049249089,3.70136216604466,0.7815547308081877,True,3.712807403,0.5103893439999996,,,8.357317759711998,0.0,3.6991412923954035,0.09505582715226392,8.357317759711998,4.644510356711999,-3.712807403,False,True
b4303,sgcQ,sgcQ;yjhM,KpLE2 phage-like element%3B putative nucleoside triphosphatase,Function unknown,"Crp,SlyA",P39364,4528111,4528917,-,False,False,False,False,False,False,False,True,False,1.0,,True,True,2.173873248,2.8120285610000004,0.5828677657571998,True,2.828294703,0.38558921800000023,,,8.865603739465394,0.0,3.004129167091234,1.6310310795389278,8.865603739465394,6.037309036465394,-2.828294703,False,True
b4304,sgcC,sgcC;yjhN,putative PTS enzyme IIC component SgcC,Carbohydrate transport and metabolism,"Crp,SlyA,GlaR",P39365,4528930,4530243,-,False,False,False,False,False,False,False,True,False,,,False,True,2.1265366335,2.3948170993619664,0.6398678878461486,True,2.410174414,0.4167098880000002,,,7.871937944095026,0.0,2.588066755344434,1.4866096727718363,7.871937944095026,5.461763530095026,-2.410174414,False,True
b4305,sgcX,sgcX;yjhO,KpLE2 phage-like element%3B putative endoglucanase with Zn-dependent exopeptidase domain,Carbohydrate transport and metabolism,"Crp,SlyA",P39366,4530530,4531651,-,False,False,False,False,False,False,False,True,False,5.0,,True,True,1.969921462,2.215831924,0.8516186499660003,True,2.249506685,0.572529257,,,8.72006271000993,0.0,2.5283446846832205,1.5382469606379865,8.72006271000993,6.47055602500993,-2.249506685,False,True
b4306,yjhP,yjhP,KpLE2 phage-like element%3B putative methyltransferase YjhP,"Translation, ribosomal structure and biogenesis",,P39367,4532437,4533183,-,False,False,False,False,False,False,False,True,False,,,False,True,2.655850589,2.433207586,0.7767989118287998,True,2.464391233,0.5163208000000001,,,6.068363385,0.0,2.4782269561877763,0.07607026860255184,6.068363385,3.6039721519999994,-2.464391233,False,False
b4307,yjhQ,yjhQ,KpLE2 phage-like element%3B putative acetyltransferase TopAI antitoxin YjhQ,Function unknown,,P39368,4533239,4533784,-,False,False,False,False,False,False,False,True,False,,,False,True,2.455281833,2.5987558601161806,0.8901426379061509,True,2.621615433,0.5775334110000001,,,5.980638274,0.0,2.6070083219040114,-0.11400637543631371,5.980638274,3.3590228410000003,-2.621615433,False,False
b4308,yjhR,yjhR,KpLE2 phage-like element%3B PLD-like domain-containing protein YjhR,"Replication, recombination and repair",,,4535015,4536031,+,False,False,False,False,False,False,True,False,False,,,False,True,2.1663741025000003,2.194972667,0.8069451217128,True,2.2179977230000003,0.5368848770000003,,,5.8631947877873625,0.0,2.243086760277913,0.1535605508040331,5.8631947877873625,3.645197064787362,-2.2179977230000003,False,False
b4309,nanS,nanS;yjhS,N-acetyl-9-O-acetylneuraminate esterase,Function unknown,"YciT,Crp,NagC,NanR",P39370,4536614,4537594,-,False,False,False,False,False,False,False,True,False,,,False,True,2.8628222745,2.390577465,1.1496632653673995,True,2.428888412,0.7476490950000001,,,5.95467691,0.0,2.32211647883451,-0.12717589122766,5.95467691,3.525788498,-2.428888412,False,True
b4310,nanM,nanM;yjhT,N-acetylneuraminate mutarotase,Cell wall/membrane/envelope biogenesis,"Crp,NagC,NanR",P39371,4537659,4538765,-,False,False,False,False,False,False,False,False,False,,,False,True,4.092638352,4.015624819,1.3286184746184002,True,4.044511147,0.8709611669999999,,,7.3310626810000015,0.0,3.864309497672303,-0.41010763500255426,7.3310626810000015,3.2865515340000018,-4.044511147,False,True
b4311,nanC,nanC;yjhA,N-acetylneuraminic acid outer membrane channel,Cell wall/membrane/envelope biogenesis,"Crp,NagC,NanR,spf",P69856,4538785,4539501,-,False,False,True,True,False,False,False,False,False,,,False,True,2.09442568,1.812542443,0.9456126166872,True,1.8358061552290057,0.6218744825166873,,,7.275189932000001,0.0,1.7907784402326503,0.8923321978868496,7.275189932000001,5.439383776770995,-1.8358061552290057,True,True
b4312,fimB,fimB,regulator for fimA,Transcription,"RpoD,BasR,ppGpp,IHF,NagC,H-NS,NanR,DksA,micA",P0ADH5,4540957,4541559,+,False,False,False,False,False,False,False,False,False,,,False,True,6.846334799,6.177681453,1.1851039199118,True,6.20569713,0.7726796560000002,,,10.36596801831332,0.0,5.991994982163939,-1.0865430809519254,10.36596801831332,4.1602708883133195,-6.20569713,False,True
b4313,fimE,fimE,regulator for fimA,Transcription,"RpoD,YdhB,Lrp,LrhA,H-NS",A0A0N9YI43,4542037,4542633,+,False,False,False,False,False,False,False,False,False,,,False,True,2.2937836870000003,3.08416832,1.1065930110215103,True,3.114570723,0.7334677319999998,,,6.811284725,0.0,3.1026220889186127,-0.08069807181523458,6.811284725,3.696714002,-3.114570723,False,False
b4314,fimA,fimA;pilA,type 1 fimbriae major subunit,Cell motility,"QseB,RpoD,omrA,omrB,IHF,Lrp,H-NS",P04128,4543115,4543663,+,False,False,False,False,False,False,False,False,True,,1015.0,True,True,9.1157747065,10.160032606111118,1.324335183749656,True,10.185939810393103,0.8674793733931025,,,14.56585096,4.778868729,10.092919446496337,-0.5948092503050539,9.786982231,4.379911149606897,-5.407071081393103,False,False
b4315,fimI,fimI,putative fimbrial protein FimI,Cell motility,"QseB,RpoD,YidZ,IHF,Lrp,H-NS",P39264,4543728,4544267,+,False,False,False,False,False,False,False,True,False,,,False,True,5.342091677499999,6.475353031,1.7065144419371998,True,6.542101996,1.1054631779999982,,,11.350869200720018,1.427306818,6.5522063791757805,-0.15227580179397876,9.923562382720018,4.808767204720017,-5.1147951780000005,False,False
b4316,fimC,fimC,type 1 fimbriae periplasmic chaperone,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P31697,4544304,4545029,+,False,False,False,False,False,False,False,False,False,0.0,,True,True,4.148094250000001,5.266245833,1.4548132294079998,True,5.325296222566523,0.9345896264334765,,,9.644115636150143,0.803935631,5.34017602032775,0.01437783461032843,8.840180005150144,4.31881941358362,-4.521360591566523,False,False
b4317,fimD,fimD,type I fimbriae usher protein,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P30130,4545096,4547732,+,False,False,False,False,False,False,False,False,False,,,False,True,2.680416487,3.772998883,1.3737308145390767,True,3.823096002239662,0.8916297598402845,,,8.138751968046702,0.488341361,3.963598916735864,0.2337193629957146,7.650410607046702,4.315655965807039,-3.334754641239662,False,False
b4318,fimF,fimF,type 1 fimbriae minor subunit FimF,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P08189,4547742,4548272,+,False,False,False,False,False,False,False,False,False,,,False,True,2.46035242,3.5947362860000003,1.2454339221072002,True,3.618675836,0.8048324249999999,,,8.068572215901716,0.52016089,3.76320075379588,0.3644417556194183,7.548411325901716,4.449896379901716,-3.098514946,False,False
b4319,fimG,fimG,type 1 fimbriae minor subunit FimG,Cell motility,"QseB,RpoD,IHF,Lrp,H-NS",P08190,4548285,4548788,+,False,False,False,False,False,False,False,False,False,,,False,True,3.0935626105,3.93945066,1.2308987326146,True,3.993825804,0.8078293919999999,,,8.137755078489935,0.7128023520000001,4.036865474293069,0.23752891247488483,7.424952726489935,4.143929274489935,-3.281023452,False,False
b4320,fimH,fimH,type 1 fimbriae D-mannose specific adhesin,Cell motility,"QseB,RpoD,YfeC,IHF,Lrp,H-NS",P08191,4548808,4549710,+,False,False,False,False,False,False,False,False,False,,,False,True,3.8804723885,4.18908731,0.9003729339024003,True,4.228792856,0.584061852,,,7.880463085936596,1.4762806030000002,4.294116426056152,0.3435238246857545,6.404182482936596,3.651670229936596,-2.752512253,False,False
b4321,gntP,gntP;yjiB,fructuronate transporter,Inorganic ion transport and metabolism,"OxyR,RpoD,omrA,omrB,YqhC,UxuR,Crp,ppGpp",P0AC94,4549953,4551296,-,False,False,True,True,False,True,False,False,False,,,False,True,2.4785667355000003,2.337453125,0.9383114208581528,False,2.368408767,0.62501914,,,5.994329491,0.0,2.4622460901478926,0.689696681911308,5.994329491,3.625920724,-2.368408767,False,False
b4322,uxuA,uxuA,D-mannonate dehydratase,Carbohydrate transport and metabolism,"RpoD,OxyR,YdcN,YcfQ,YedW,ExuR,UxuR,Crp",P24215,4551636,4552820,+,False,False,True,True,False,True,False,False,True,406.0,209.0,True,True,4.5521236765,4.383767006999999,0.877849034521199,True,4.401180082,0.5754384249999998,,,8.241765148999999,1.415816314,4.52189038874804,0.6686054262423333,6.825948834999999,3.8405850669999992,-2.985363768,False,True
b4323,uxuB,uxuB,D-mannonate oxidoreductase,Carbohydrate transport and metabolism,"RpoD,OxyR,YidZ,YdcN,ExuR,UxuR,Crp",P39160,4552901,4554361,+,False,False,True,True,False,True,False,False,True,35.0,133.0,True,True,3.9394894015,3.914935832,0.8131933244358,False,3.93926035,0.52288931,,,7.605764057000001,1.751771363,4.055413459403312,0.7650749372247387,5.853992694,3.666503707000001,-2.187488987,False,True
b4324,uxuR,uxuR,DNA-binding transcriptional repressor UxuR,Transcription,"RpoD,UxuR,ExuR,Crp",P39161,4554576,4555349,+,False,False,False,False,False,True,False,False,False,10.5,,True,True,5.852665128,5.870134378,0.5211350401194004,False,5.884807179,0.3392578935983295,,,7.784466276,3.662495200087244,5.832089176112879,-0.45501329489505055,4.1219710759127555,1.8996590969999998,-2.222311978912756,False,False
b4325,yjiC,yjiC,uncharacterized protein YjiC,Function unknown,Lrp,P39374,4555490,4556320,-,False,False,False,False,False,False,False,True,False,,,False,True,1.06165338,0.792710237,0.4357921587757762,False,0.810721567,0.283559004,,,3.433959933,0.0,0.8466171468398594,0.9371262921420345,3.433959933,2.6232383660000003,-0.810721567,True,False
b4326,iraD,iraD;yjiD,anti-adaptor protein IraD%2C inhibitor of sigma(S) proteolysis,Function unknown,"RpoD,RpoS,Fnr,CsrA,Lrp,ppGpp,DksA",P39375,4556993,4557385,+,False,False,False,False,False,False,False,False,False,,,False,True,3.789872619,3.744831071,1.1066327766731996,True,3.80785451,0.7276798049999997,,,11.17492146,0.0,3.9782858055071113,0.7638614273530344,11.17492146,7.36706695,-3.80785451,False,True
b4327,hypT,yjiE;qseD,DNA-binding transcriptional dual regulator HypT,Transcription,,P39376,4557378,4558289,-,False,False,False,False,False,False,False,False,False,,,False,True,5.623604974,4.604431508999999,0.4085436814787968,False,4.628734556,0.262766708,,,6.421702351761912,2.874945134,4.604283068439158,-0.141486890675459,3.546757217761912,1.7929677957619115,-1.7537894220000005,False,False
b4328,iadA,iadA;yjiF,isoaspartyl dipeptidase,Amino acid transport and metabolism,,P39377,4558354,4559526,-,False,False,False,False,False,False,False,False,True,128.0,277.0,True,True,5.99943229,5.626325317999999,0.6547143882929999,True,5.645868547,0.4212902069999993,,,7.499732204,2.6853034460000003,5.46688275067851,-0.8272252504770399,4.814428758,1.8538636569999998,-2.960565101,False,False
b4329,yjiG,yjiG,Gate family protein YjiG,Function unknown,,P0AEH8,4559539,4560000,-,False,False,False,False,False,False,False,True,False,,,False,True,3.9996827805,3.370661799,0.8430112629582001,True,3.4017806838224254,0.5558386938224253,,,6.99646367,0.828602845,3.423533707617778,0.26528495841016286,6.167860825,3.5946829861775744,-2.573177838822425,False,True
b4330,yjiH,yjiH,Gate family protein YjiH,Function unknown,,P39379,4559997,4560680,-,False,False,False,False,False,False,False,True,False,,,False,True,1.857391634,1.6041306480000002,0.6585715456572002,False,1.617302806,0.43138637304547967,,,6.837678114,0.0,1.8179617798529262,1.5457319350290069,6.837678114,5.2203753079999995,-1.617302806,True,True
b4331,kptA,kptA;yjiI,RNA 2'-phosphotransferase,"Translation, ribosomal structure and biogenesis",ppGpp,P39380,4560930,4561484,+,False,False,False,False,False,False,False,False,False,,,False,True,3.4724045325,4.19330775,0.7242512193629993,True,4.21155224013591,0.47574023613290173,,,6.949945547,2.011432773254694,4.287158547921436,0.24146211217056565,4.938512773745305,2.73839330686409,-2.2001194668812154,False,False
b4332,yjiJ,yjiJ,putative transporter YjiJ,Amino acid transport and metabolism,ppGpp,P39381,4561497,4562675,-,False,False,False,False,False,False,False,True,False,,,False,True,3.1027705415,2.646621208,0.7874574551801997,True,2.680884999,0.518956518,,,5.186990958,0.505025994,2.628153684206008,0.024757038569914933,4.681964964,2.506105959,-2.175859005,False,False
b4333,yjiK,yjiK,uncharacterized protein YjiK,Function unknown,ppGpp,P39382,4562743,4563603,-,False,False,False,False,False,False,False,True,False,,,False,True,2.6680918945,2.760756154,0.5527630834992001,False,2.7727630207562552,0.35428430224374496,,,5.7300235960000006,0.0,2.782277986550454,0.414544333292617,5.7300235960000006,2.9572605752437453,-2.7727630207562552,False,False
b4334,yjiL,yjiL,putative ATPase%2C activator of (R)-hydroxyglutaryl-CoA dehdratase,Lipid transport and metabolism,"YidZ,Lrp",P39383,4563922,4564689,-,False,False,False,False,False,False,False,True,False,,,False,True,2.2639885095,2.147067241,0.9720445236474003,True,2.175886134,0.644786133791484,,,7.1743062260000015,0.363647248,2.673037219554744,1.0323128094274021,6.810658978000001,4.998420092000002,-1.8122388860000003,False,True
b4335,yjiM,yjiM,putative dehydratase subunit,Amino acid transport and metabolism,,P39384,4564699,4565850,-,False,False,False,False,False,False,False,True,False,0.0,,True,True,2.7941381940000003,2.8953248223066743,1.2271845374659245,True,2.957853948,0.8264178379999998,,,8.262608137010773,1.029835136,3.5386674511534926,0.8795796733741991,7.232773001010773,5.304754189010772,-1.928018812,False,True
b4336,yjiN,yjiN,DUF445 domain-containing protein YjiN,Function unknown,SlyA,P39385,4565966,4567246,-,False,False,False,False,False,False,False,True,False,,,False,True,4.4858132575,3.932565095,1.0288726335383995,False,3.971786292,0.6749174799123017,,,7.4472550160000015,1.626454739,3.995779632567277,0.25733734499346406,5.820800277000002,3.4754687240000015,-2.3453315530000003,False,False
b4337,mdtM,mdtM;yjiO,multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter,Inorganic ion transport and metabolism,SlyA,P39386,4567287,4568519,-,False,False,True,False,False,False,False,False,False,,,False,True,3.1360808835,3.328100584,0.8356247926026001,True,3.3612757060000003,0.547805526977549,,,6.993235253,1.252216299,3.5021206718396276,0.731782899023202,5.741018953999999,3.6319595469999997,-2.109059407,False,False
b4340,yjiR,yjiR,fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,Transcription,"ppGpp,ArcA",P39389,4570162,4571574,-,False,False,False,False,False,False,False,True,False,,,False,True,4.7387267055,4.343523063536169,0.8727740227614768,True,4.363977084217988,0.5682239927820119,,,6.803384921,1.5835645269999998,4.218174174816914,-0.21159441410669702,5.219820394,2.439407836782012,-2.7804125572179883,False,False
b4341,yjiS,yjiS,DUF1127 domain-containing protein YjiS,Function unknown,,P39390,4571751,4571915,+,False,False,False,False,False,False,False,True,False,,,False,True,0.0,0.856096009,1.2692479429434,False,0.8953366979999999,0.8953366979999999,,,4.7377150716733984,0.0,0.9801345106597152,0.9268917297713692,4.7377150716733984,3.8423783736733985,-0.8953366979999999,True,False
b4342,yjiT,yjiT,putative uncharacterized protein YjiT,"Cell cycle control, cell division, chromosome partitioning","YciT,YafC,YiaU,RpoH",UPI0000683EA7,4572414,4573931,+,False,False,False,False,False,False,True,False,False,,,False,True,5.804072366,5.182299126,1.1756791992456,True,5.217453714,0.7578301679999999,,,9.617273429576043,1.65207527,5.089265988485446,0.08210389632927724,7.965198159576043,4.399819715576043,-3.5653784440000003,False,False
b4345,mcrC,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,Defense mechanisms,,P15006,4576912,4577958,-,False,False,False,False,False,False,False,False,False,,,False,True,3.5897369365000005,2.947490563,1.2450674262195147,True,2.9863491953900345,0.8190005803900346,,,6.373013619,0.0,2.9759048162434407,-0.015284067268167499,6.373013619,3.3866644236099654,-2.9863491953900345,False,True
b4346,mcrB,mcrB;rglB,5-methylcytosine-specific restriction enzyme subunit McrB,"Replication, recombination and repair",Nac,P15005,4577958,4579337,-,False,False,False,False,False,False,False,False,False,,,False,True,5.094651812,4.709887100693688,0.9762979552415372,False,4.758482084,0.6339319699999999,,,8.035991216735543,1.112462425,4.756903874479134,-0.057521508407144706,6.923528791735542,3.277509132735543,-3.646019659,False,True
b4347,symE,symE;dinL;sosC;yjiW,toxic protein SymE,"Translation, ribosomal structure and biogenesis","RpoD,symR,LexA",P39394,4579499,4579840,-,False,False,False,False,False,False,False,True,False,,,False,True,3.1371012875,3.086889557412659,0.5991757246621917,False,3.103317548,0.38946314400000004,,,4.955804499,0.0,3.0701581371023656,-0.6229585713882457,4.955804499,1.852486951,-3.103317548,False,False
b4348,hsdS,hsdS;hss,type I restriction enzyme EcoKI specificity protein,Defense mechanisms,,P05719,4580068,4581462,-,False,False,False,False,False,False,False,False,False,10.5,,True,True,5.7106638775,5.120216167,0.8490635816040015,False,5.1480332660000006,0.5483729419999985,,,7.223217376938813,0.460015193,4.9764365053451165,-1.0165847992474193,6.763202183938812,2.075184110938812,-4.688018073,False,True
